"loan_amnt","term","int_rate","installment","grade","emp_length","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","recoveries","collections_12_mths_ex_med","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","class"
8000," 36 months",12.12,266.18,"B","6 years","RENT",50000,"Not Verified","credit_card",11.78,0,"Sep-2004",0,10,0,9729,32.4,17,0,0,0,0,20256,30000,0
20000," 36 months",14.09,684.43,"B","< 1 year","MORTGAGE",65000,"Verified","debt_consolidation",11.81,0,"May-1995",3,10,0,11307,52.8,24,0,0,0,0,236409,21400,0
3000," 36 months",18.75,109.59,"D","10+ years","RENT",66052,"Source Verified","vacation",14.53,0,"Nov-1997",1,13,1,4491,45.4,44,0,0,0,0,298149,9900,0
6075," 36 months",15.31,211.52,"C","2 years","RENT",38000,"Verified","debt_consolidation",0.95,0,"Sep-1996",0,3,0,1003,23.3,7,0,0,0,512,238261,4300,0
7200," 36 months",12.12,239.56,"B","6 years","RENT",42000,"Not Verified","debt_consolidation",5.55,0,"Oct-2007",0,8,0,8014,64.6,11,0,0,0,0,8051,12400,0
10000," 36 months",6.92,308.41,"A","5 years","RENT",40000,"Source Verified","credit_card",25.26,0,"Aug-2000",0,6,0,16348,74.3,21,0,0,0,0,24746,22000,0
6000," 36 months",10.99,196.41,"B","6 years","RENT",32000,"Not Verified","credit_card",7.35,0,"Dec-2006",0,8,0,6006,52.7,11,0,0,0,0,6006,11400,0
24000," 60 months",16.78,593.63,"C","2 years","MORTGAGE",80000,"Verified","debt_consolidation",25.14,0,"Dec-2004",0,10,0,15994,75.8,14,0,0,0,0,195031,21100,0
35000," 36 months",10.64,1139.9,"B","10+ years","MORTGAGE",4e+05,"Verified","debt_consolidation",16.81,0,"Jul-1996",0,17,0,20103,54.5,37,0,0,0,0,625429,36900,0
12000," 36 months",12.69,402.54,"C","5 years","RENT",30000,"Not Verified","debt_consolidation",24,0,"Aug-2007",0,9,0,12904,53.3,17,0,0,0,0,24518,24200,0
29000," 36 months",7.62,903.68,"A","2 years","RENT",80000,"Verified","debt_consolidation",12.57,0,"Aug-1988",0,12,0,39114,35,27,0,0,0,0,151743,111600,0
5475," 36 months",21.48,207.63,"E","10+ years","RENT",42000,"Verified","debt_consolidation",32.46,0,"Sep-1988",0,9,0,8095,85.2,18,0,0,0,0,39777,9500,0
15000," 36 months",8.9,476.3,"A","2 years","RENT",47250,"Not Verified","debt_consolidation",20.68,0,"Aug-2001",1,6,0,15795,92.9,17,0,0,0,0,67611,17000,0
9600," 36 months",8.9,304.84,"A","1 year","RENT",34000,"Source Verified","credit_card",17.83,0,"Sep-2006",3,8,0,7039,80,14,0,0,0,370,85796,8800,0
12000," 60 months",9.99,254.91,"B","8 years","RENT",60000,"Source Verified","credit_card",16.01,0,"Aug-2004",0,8,0,11941,53.8,20,0,0,0,510,32337,22200,0
15850," 36 months",8.9,503.29,"A","< 1 year","MORTGAGE",118000,"Not Verified","credit_card",4.54,0,"Aug-2004",1,4,0,3613,72.3,13,0,0,0,0,218910,5000,0
29625," 60 months",19.19,771.59,"E","8 years","MORTGAGE",105000,"Source Verified","debt_consolidation",15.88,0,"Jun-1998",0,9,0,19559,77,15,0,0,0,0,324287,24600,0
11000," 36 months",12.99,370.59,"B","10+ years","RENT",30000,"Source Verified","debt_consolidation",24.4,0,"Oct-1986",1,13,1,4047,20.6,22,0,0,0,0,11697,19600,0
15000," 36 months",13.53,509.25,"B","2 years","RENT",84000,"Not Verified","debt_consolidation",15.73,0,"Nov-1982",2,14,1,14551,40,23,0,0,0,0,41345,36450,0
13000," 36 months",10.64,423.4,"B","9 years","RENT",85000,"Verified","debt_consolidation",28.52,0,"Mar-1990",2,21,0,16613,23.1,42,0,0,0,0,88157,71900,0
23500," 60 months",22.9,661.13,"E","5 years","MORTGAGE",105000,"Verified","debt_consolidation",20.51,1,"Jun-2000",3,18,0,11286,53,36,0,0,0,0,327236,21300,0
3000," 36 months",6.62,92.12,"A","10+ years","MORTGAGE",120000,"Not Verified","major_purchase",3.74,0,"Jan-1999",2,5,0,5800,16.9,16,0,0,0,0,200353,34300,0
13600," 60 months",19.24,354.59,"E","2 years","OWN",47400,"Verified","debt_consolidation",25.69,0,"Oct-1990",0,11,0,16276,41.1,34,0,0,0,1564,42170,39600,0
1500," 36 months",13.98,51.26,"C","10+ years","RENT",30000,"Not Verified","vacation",26.72,0,"Oct-2004",0,9,1,779,9,17,0,0,0,0,18786,8800,0
14400," 36 months",13.11,485.96,"B","6 years","RENT",36000,"Not Verified","credit_card",21.03,0,"Mar-1999",0,8,1,8619,51.3,10,0,0,0,359,13567,16800,0
8000," 36 months",15.61,279.72,"C","10+ years","RENT",40000,"Source Verified","debt_consolidation",23.19,0,"Sep-2002",0,6,0,15015,89.9,16,0,0,0,0,29597,16700,0
5000," 36 months",10.15,161.69,"B","< 1 year","RENT",84000,"Not Verified","other",18.64,0,"Jun-2001",1,14,0,23036,37.8,15,0,0,0,0,105440,61000,0
12000," 36 months",9.67,385.35,"B","10+ years","MORTGAGE",83000,"Not Verified","debt_consolidation",12.54,1,"Jul-2002",1,11,0,5475,30.1,29,0,0,0,0,113360,14100,0
8400," 36 months",13.11,283.48,"B","8 years","RENT",65000,"Not Verified","credit_card",23.54,0,"Nov-1997",0,10,0,22156,80.6,18,0,0,0,0,43178,27500,0
16150," 36 months",17.57,580.39,"D","7 years","RENT",45000,"Source Verified","debt_consolidation",23.87,0,"Jul-2003",0,16,0,32805,80.2,22,0,0,0,0,34915,40900,0
9325," 36 months",12.12,310.26,"B","10+ years","MORTGAGE",28000,"Verified","debt_consolidation",19.93,0,"Jul-1996",1,9,0,5704,50.5,17,0,0,0,110,19223,11300,0
10500," 36 months",16.29,370.66,"C","10+ years","RENT",61256,"Not Verified","debt_consolidation",9.85,0,"Sep-1994",2,15,0,13762,55.5,28,0,0,0,0,13762,24800,0
10000," 60 months",13.33,229.23,"C","10+ years","RENT",45000,"Source Verified","debt_consolidation",7.71,1,"Feb-2003",0,9,1,10697,61.5,24,0,0,0,0,10697,17400,0
20000," 36 months",13.98,683.36,"C","6 years","RENT",88000,"Source Verified","credit_card",15.08,0,"Aug-1991",0,22,0,23377,53.1,27,0,0,0,0,32200,44000,0
20000," 60 months",16.2,488.49,"C","8 years","MORTGAGE",56000,"Source Verified","major_purchase",21.18,0,"Dec-2001",2,10,0,2044,32.4,22,0,0,0,95,187730,6300,0
35000," 60 months",13.99,814.21,"C","10+ years","MORTGAGE",82260,"Verified","debt_consolidation",26.27,0,"Nov-1998",0,13,0,29395,73.7,31,0,0,0,0,225879,39900,0
12000," 36 months",11.99,398.52,"B","3 years","MORTGAGE",71000,"Source Verified","credit_card",4.87,1,"Mar-2004",0,9,0,11743,41.2,23,0,0,0,125,155878,28500,0
14000," 36 months",10.99,458.28,"B","8 years","RENT",60000,"Not Verified","debt_consolidation",14.8,0,"Mar-1993",0,19,0,14174,52.9,58,0,0,0,0,46576,26800,0
12000," 36 months",10.16,388.11,"B","2 years","RENT",68500,"Not Verified","debt_consolidation",23.04,0,"Dec-2003",0,13,0,13115,57.6,26,0,0,0,0,64253,22778,0
10000," 36 months",18.49,363.99,"D","10+ years","RENT",65000,"Verified","debt_consolidation",11.13,0,"Oct-1991",3,15,1,6829,56,30,0,0,0,79,11477,12200,0
35000," 60 months",13.33,802.29,"C","7 years","MORTGAGE",90000,"Verified","credit_card",15.63,0,"Aug-2000",0,8,0,30732,58.8,33,0,0,0,0,56267,52300,0
14000," 36 months",11.99,464.94,"B","7 years","MORTGAGE",1e+05,"Verified","debt_consolidation",5.84,0,"Mar-1976",1,10,0,17132,56.5,18,0,0,0,0,114242,30300,0
15000," 36 months",19.05,550.22,"D","4 years","RENT",85000,"Not Verified","debt_consolidation",23.22,0,"Oct-2001",1,13,0,7400,70.5,23,0,0,0,204,37078,10500,0
11000," 60 months",14.99,261.64,"C","3 years","RENT",90000,"Source Verified","debt_consolidation",13.05,0,"May-2001",0,6,0,5928,91.2,13,0,0,0,0,29297,6500,0
12000," 36 months",17.77,432.45,"D","10+ years","MORTGAGE",61760,"Not Verified","debt_consolidation",12.1,1,"Nov-2000",3,12,1,7037,44.3,18,0,0,0,0,94396,15900,0
3000," 36 months",12.29,100.06,"C","3 years","OWN",36000,"Not Verified","debt_consolidation",28.07,0,"Mar-1999",0,4,0,14445,71.2,10,0,0,0,0,32528,20300,0
12400," 36 months",6.97,382.71,"A","3 years","MORTGAGE",62962,"Verified","debt_consolidation",27.77,0,"Aug-1991",1,13,0,23554,63.7,33,0,0,0,0,252740,37000,0
16000," 36 months",12.12,532.35,"B","7 years","MORTGAGE",82000,"Not Verified","debt_consolidation",5.96,0,"May-1998",2,12,0,24294,47.9,29,0,0,0,0,218553,50740,0
3000," 36 months",13.05,101.16,"B","4 years","MORTGAGE",51000,"Not Verified","home_improvement",16.24,0,"May-1997",1,13,0,18493,61.4,38,0,0,0,0,237821,30100,0
6000," 36 months",10.16,194.06,"B","10+ years","MORTGAGE",285000,"Verified","credit_card",4.5,1,"Mar-1997",3,15,0,31414,41.5,47,0,0,0,0,276004,75659,0
20000," 36 months",13.33,677.07,"C","9 years","RENT",78500,"Source Verified","debt_consolidation",16.33,1,"Jun-1997",3,18,0,6620,31.8,36,0,0,0,0,31356,20800,0
28000," 36 months",16.99,998.14,"D","10+ years","MORTGAGE",92000,"Source Verified","debt_consolidation",7.6,1,"Jan-1995",4,14,0,21646,57.1,24,0,0,0,0,337834,37900,0
10800," 60 months",18.24,275.67,"D","1 year","MORTGAGE",118500,"Verified","home_improvement",9.73,0,"Mar-2000",5,14,1,2884,11,54,0,0,0,104,77777,26300,0
16075," 36 months",6.49,492.61,"A","10+ years","MORTGAGE",80556,"Not Verified","credit_card",12.69,0,"Oct-1989",0,14,0,36990,54.6,29,0,0,0,0,145620,67800,0
5725," 36 months",19.47,211.22,"D","10+ years","MORTGAGE",60000,"Not Verified","debt_consolidation",7.08,0,"Dec-1994",0,9,0,7347,98,29,0,0,0,0,195967,7500,0
7000," 36 months",7.62,218.13,"A","2 years","RENT",43000,"Not Verified","debt_consolidation",14.12,0,"Sep-2003",0,11,0,4893,52.6,61,0,0,0,0,184785,9300,0
8000," 36 months",12.69,268.36,"C","10+ years","MORTGAGE",53000,"Source Verified","home_improvement",13.38,0,"Jul-1998",0,6,0,5656,54.4,34,0,0,0,0,11763,10400,0
35000," 36 months",18.49,1273.96,"D","8 years","MORTGAGE",120000,"Verified","other",19.17,1,"Nov-1992",0,18,0,19575,37.1,36,0,0,0,0,349205,52700,0
9900," 36 months",14.33,339.95,"C","7 years","OWN",50000,"Source Verified","debt_consolidation",13.3,0,"Jan-2001",1,11,0,10476,47,20,0,0,0,0,112355,22300,0
10000," 36 months",10.16,323.43,"B","5 years","MORTGAGE",45000,"Verified","home_improvement",5.04,0,"Nov-2001",0,7,1,7854,26.8,16,0,0,0,0,151106,29300,0
13000," 60 months",14.64,306.82,"C","9 years","MORTGAGE",160000,"Verified","credit_card",6.14,1,"Jul-1990",0,12,0,13858,32.4,23,0,0,0,150,208696,42800,0
12000," 60 months",12.99,272.98,"C","4 years","MORTGAGE",58500,"Verified","debt_consolidation",7.06,0,"Sep-2001",0,14,0,6452,14.7,24,0,0,0,0,15931,44000,0
2700," 36 months",16.55,95.66,"D","8 years","MORTGAGE",32000,"Verified","car",1.46,1,"Jul-2003",0,2,0,1462,97.5,4,0,0,0,0,116309,1500,0
35000," 36 months",17.57,1257.8,"D","10+ years","RENT",90000,"Not Verified","debt_consolidation",7.51,0,"May-1979",0,8,0,19205,95.1,16,0,0,0,0,19205,20200,0
6000," 36 months",14.99,207.97,"C","10+ years","OWN",39000,"Source Verified","other",37.2,0,"Dec-1988",1,10,0,38971,75.5,15,0,0,0,0,44127,51600,0
7475," 36 months",8.9,237.36,"A","6 years","MORTGAGE",145000,"Verified","small_business",11.92,0,"Dec-1993",0,10,0,24920,69.4,31,0,0,0,0,288906,35900,0
15000," 60 months",14.3,351.37,"C","2 years","MORTGAGE",51000,"Source Verified","credit_card",15.76,0,"Apr-2008",0,14,0,9331,43.8,22,0,0,0,0,112435,21300,0
5125," 36 months",13.65,174.3,"C","10+ years","MORTGAGE",36000,"Verified","debt_consolidation",22.87,0,"Jan-1999",1,9,1,5598,39,34,0,0,0,0,45442,14200,0
10500," 36 months",12.99,353.74,"B","7 years","MORTGAGE",59000,"Verified","debt_consolidation",3.38,0,"Sep-2002",1,17,0,2940,98,49,0,0,0,0,232738,3000,0
7200," 36 months",21.15,271.82,"E","3 years","MORTGAGE",70000,"Verified","wedding",1.97,0,"Nov-2007",2,11,0,2536,17.4,11,0,0,0,300,288340,14600,0
6250," 36 months",24.5,246.85,"F","10+ years","MORTGAGE",50000,"Not Verified","home_improvement",18.77,0,"Oct-2001",1,6,0,3977,84.6,23,0,0,0,0,33849,4700,0
22250," 60 months",16.29,544.52,"C","10+ years","MORTGAGE",50000,"Verified","debt_consolidation",26.54,1,"Jul-1989",0,10,0,19524,83.4,38,0,0,0,0,65870,23400,0
10400," 60 months",13.98,241.89,"C","6 years","MORTGAGE",60000,"Not Verified","credit_card",14.64,0,"Nov-2002",0,9,0,8224,72.1,19,0,0,0,0,168464,11400,0
29000," 60 months",10.99,630.39,"B","< 1 year","MORTGAGE",85000,"Not Verified","credit_card",30,0,"May-1992",0,17,0,57927,71,45,0,0,0,0,275811,81600,0
24000," 60 months",15.8,581.09,"C","10+ years","MORTGAGE",62000,"Verified","debt_consolidation",15.02,0,"Dec-1992",0,10,0,18637,61.5,41,0,0,0,0,214909,30300,0
2500," 36 months",10.16,80.86,"B","4 years","MORTGAGE",65000,"Not Verified","wedding",24.3,0,"Mar-1995",0,15,0,13445,69.3,20,0,0,0,0,264519,19400,0
8875," 36 months",15.8,311.15,"C","3 years","MORTGAGE",35000,"Not Verified","home_improvement",14.88,1,"May-1980",2,13,0,7550,47.5,19,0,0,0,372,25363,15900,0
7000," 36 months",14.65,241.46,"C","10+ years","MORTGAGE",57000,"Verified","debt_consolidation",15.43,4,"Jan-1999",1,11,0,11972,46.8,24,0,0,0,0,261195,25600,0
7325," 36 months",19.52,270.44,"E","5 years","RENT",45000,"Not Verified","debt_consolidation",14.83,0,"Mar-1995",1,21,0,11062,53.7,47,0,0,0,2953,134202,20600,0
12500," 60 months",17.76,315.79,"D","10+ years","MORTGAGE",60000,"Verified","debt_consolidation",23.44,0,"Sep-2006",2,22,1,112,0.4,33,0,0,0,0,240969,31600,0
10000," 36 months",10.16,323.43,"B","10+ years","RENT",97000,"Verified","moving",32,0,"Aug-1999",1,13,0,20943,67.8,49,0,0,0,0,362454,30900,0
3600," 36 months",16.29,127.09,"D","7 years","OWN",78000,"Verified","home_improvement",22.68,0,"Aug-2002",1,19,0,6250,91.9,40,0,0,0,0,310422,6800,0
6800," 36 months",11.67,224.79,"B","6 years","MORTGAGE",70000,"Source Verified","debt_consolidation",16.2,0,"Nov-1974",5,10,1,3667,34.3,34,0,0,0,0,22060,10700,0
11000," 36 months",15.1,381.86,"C","10+ years","MORTGAGE",87000,"Source Verified","debt_consolidation",17.88,1,"May-2000",2,10,0,18375,87.5,27,0,0,0,61,215207,21000,0
22500," 60 months",15.31,538.95,"C","n/a","MORTGAGE",57000,"Verified","debt_consolidation",24.54,0,"Nov-1975",0,10,0,19619,45.3,15,0,0,0,0,54937,43300,0
9000," 36 months",14.33,309.05,"C","5 years","MORTGAGE",65000,"Not Verified","debt_consolidation",12.65,0,"Mar-2007",1,8,0,10419,52.6,11,0,0,0,0,234871,19800,0
12000," 36 months",6.62,368.45,"A","9 years","MORTGAGE",80000,"Verified","credit_card",18.13,0,"Jan-1971",2,8,0,82697,46.7,29,0,0,0,0,273346,93700,0
24000," 60 months",15.8,581.09,"C","3 years","MORTGAGE",1e+05,"Verified","credit_card",23.83,0,"Apr-2001",2,20,1,16670,38.8,36,0,0,0,0,261637,43000,0
12000," 36 months",8.9,381.04,"A","10+ years","RENT",60000,"Not Verified","debt_consolidation",13.6,0,"Sep-1998",0,15,0,11807,34.3,27,0,0,0,0,21004,34400,0
7175," 36 months",7.62,223.59,"A","7 years","RENT",68000,"Not Verified","credit_card",5.95,0,"May-2004",0,20,0,11021,21,26,0,0,0,0,11021,55000,0
15850," 36 months",11.14,519.97,"B","10+ years","RENT",40723,"Verified","debt_consolidation",30.52,0,"Dec-1998",0,11,0,13418,47.1,24,0,0,0,0,23436,28500,0
2600," 36 months",12.29,86.72,"C","n/a","RENT",20112,"Verified","debt_consolidation",22.79,0,"Jun-1983",1,10,1,9163,43.2,35,0,0,0,0,9163,21200,0
16000," 36 months",15.61,559.44,"D","8 years","RENT",83000,"Verified","debt_consolidation",26.27,0,"Nov-2001",2,11,0,8083,33.7,24,0,0,0,0,77025,24000,0
6500," 36 months",12.99,218.98,"B","7 years","RENT",95000,"Verified","debt_consolidation",10.36,1,"Oct-2005",0,9,0,0,0,17,0,0,0,0,30762,11200,0
23000," 36 months",8.9,730.33,"A","10+ years","MORTGAGE",165000,"Source Verified","credit_card",15.64,0,"Oct-1997",2,22,0,11904,27.9,54,0,0,0,0,514167,42600,0
15000," 60 months",16.99,372.71,"D","9 years","MORTGAGE",140000,"Not Verified","home_improvement",11.4,0,"Jul-2005",2,7,0,36587,73.5,22,0,0,0,0,258025,49800,0
3600," 36 months",11.14,118.1,"B","8 years","MORTGAGE",77300,"Not Verified","car",7.58,0,"Apr-1992",0,14,0,10861,82.9,30,0,0,0,0,192055,13100,0
6000," 36 months",14.33,206.03,"C","3 years","RENT",42000,"Not Verified","credit_card",7.69,0,"Jul-2008",0,14,0,5261,44.6,18,0,0,0,0,5261,11800,0
10000," 36 months",6.03,304.36,"A","10+ years","MORTGAGE",99200,"Verified","debt_consolidation",23.82,0,"Aug-1991",0,22,0,9412,8.9,32,0,0,0,0,186705,106200,0
14800," 36 months",12.12,492.43,"B","10+ years","RENT",65000,"Not Verified","house",7.83,0,"Sep-1980",0,6,0,6896,40.3,16,0,0,0,0,16931,17100,0
20000," 36 months",14.33,686.77,"C","5 years","MORTGAGE",65000,"Verified","debt_consolidation",10.8,1,"Feb-2001",0,17,0,17568,66.8,32,0,0,0,0,196878,26297,0
20000," 60 months",13.35,458.66,"C","2 years","MORTGAGE",115000,"Verified","debt_consolidation",12.48,0,"Oct-1986",0,12,0,11463,35.2,28,0,0,0,0,46515,32600,0
11200," 60 months",16.99,278.29,"D","< 1 year","MORTGAGE",80000,"Source Verified","car",9.32,0,"Oct-2001",0,14,0,12031,48.5,30,0,0,0,0,191140,24800,0
6125," 36 months",15.61,214.16,"D","10+ years","MORTGAGE",51000,"Verified","debt_consolidation",32.96,0,"Nov-1994",0,17,1,3787,14,50,0,0,0,0,200489,27000,0
28000," 36 months",6.49,858.05,"A","7 years","MORTGAGE",150000,"Source Verified","credit_card",11.82,0,"Jan-1990",0,17,0,44714,45.8,31,0,0,0,0,471412,97600,0
10000," 36 months",11.14,328.06,"B","5 years","MORTGAGE",48000,"Not Verified","credit_card",16.45,0,"Mar-1998",0,14,0,13799,69.3,35,0,0,0,0,144119,19900,0
10000," 36 months",13.98,341.68,"C","5 years","OWN",32000,"Not Verified","debt_consolidation",17.63,0,"Mar-2003",0,6,1,3727,60.1,14,0,0,0,0,21514,6200,0
4000," 36 months",19.24,147.11,"E","n/a","RENT",13500,"Verified","other",26.31,0,"May-1995",0,2,0,0,0,9,0,0,0,0,21929,4000,0
30000," 60 months",17.27,749.94,"C","< 1 year","MORTGAGE",102000,"Verified","home_improvement",24.56,0,"May-1998",1,10,0,27648,76,23,0,0,0,0,316293,36400,0
6000," 36 months",13.65,204.05,"C","9 years","MORTGAGE",108000,"Not Verified","vacation",22.74,0,"Jan-1989",0,7,0,47574,98.1,30,0,0,0,213,323788,48500,0
6500," 36 months",13.35,220.11,"C","10+ years","MORTGAGE",110000,"Not Verified","debt_consolidation",10.51,1,"Jan-2001",0,8,1,4747,49,37,0,0,0,0,328688,9750,0
19750," 36 months",11.99,655.89,"B","1 year","MORTGAGE",47250,"Verified","debt_consolidation",25.3,0,"Sep-1994",0,10,0,20038,83.5,34,0,0,0,0,147694,24000,0
23200," 60 months",13.33,531.8,"C","3 years","RENT",65000,"Verified","debt_consolidation",23.34,0,"Mar-2005",0,20,0,26017,66.5,30,0,0,0,0,40436,39100,0
10000," 36 months",13.11,337.47,"B","8 years","MORTGAGE",67000,"Not Verified","debt_consolidation",18.74,0,"Aug-1996",1,14,0,13003,78.3,24,0,0,0,0,219068,16600,0
18000," 36 months",7.9,563.23,"A","10+ years","MORTGAGE",1e+05,"Verified","credit_card",9.76,0,"Mar-2002",1,7,0,14987,77.9,20,0,0,0,0,26798,56100,0
5200," 36 months",12.99,175.19,"C","10+ years","MORTGAGE",41000,"Not Verified","home_improvement",26.9,0,"May-2004",3,9,0,8311,63.4,25,0,0,0,0,158810,13100,0
6500," 36 months",6.49,199.19,"A","< 1 year","RENT",35000,"Not Verified","credit_card",14.23,0,"Aug-2007",0,8,0,6757,49,21,0,0,0,0,66287,13800,0
24500," 60 months",14.16,572.11,"C","4 years","MORTGAGE",190000,"Source Verified","credit_card",23.24,0,"Nov-1996",0,23,0,71660,68.9,56,0,0,0,0,407799,104000,0
9450," 36 months",11.14,310.01,"B","4 years","RENT",60000,"Not Verified","wedding",6.32,0,"Apr-2007",4,3,0,798,22.8,4,0,0,0,0,10951,3500,0
33950," 60 months",25.83,1013.07,"G","1 year","RENT",85000,"Verified","other",35.85,0,"Feb-1977",1,17,0,23615,62.3,24,0,0,0,558,74071,37900,0
7350," 36 months",7.9,229.99,"A","4 years","MORTGAGE",194000,"Source Verified","credit_card",8.29,0,"Sep-1974",0,6,0,47372,91.5,23,0,0,0,0,297438,51800,0
6450," 36 months",12.35,215.32,"B","10+ years","MORTGAGE",52000,"Not Verified","credit_card",27.39,0,"Jan-1997",1,11,0,17431,55.3,34,0,0,0,0,50001,31500,0
35000," 60 months",23.7,1000.8,"F","3 years","OWN",93500,"Verified","debt_consolidation",26.63,0,"Apr-2008",0,10,0,19586,60.6,22,0,0,0,0,64074,32300,0
28000," 36 months",13.11,944.92,"B","10+ years","MORTGAGE",1e+05,"Verified","debt_consolidation",13.11,0,"Oct-2002",0,10,0,12920,43.9,14,0,0,0,0,37268,29400,0
24250," 60 months",21.98,669.49,"E","4 years","RENT",55000,"Verified","debt_consolidation",26.16,0,"Mar-2001",0,9,0,12873,71.9,26,0,0,0,0,28222,17900,0
29700," 60 months",19.52,778.96,"D","10+ years","MORTGAGE",66000,"Verified","credit_card",27.3,0,"Oct-1997",0,31,0,39623,75.8,61,0,0,0,0,134408,52300,0
12250," 36 months",17.77,441.46,"D","< 1 year","RENT",44000,"Verified","small_business",13.18,0,"Jun-2004",1,4,0,16906,85,7,0,0,0,0,16906,19900,0
21000," 36 months",8.9,666.82,"A","10+ years","RENT",140000,"Verified","home_improvement",5.3,0,"Jul-2006",1,8,0,12987,35.3,12,0,0,0,0,20369,36800,0
10825," 36 months",17.1,386.48,"C","6 years","MORTGAGE",85000,"Source Verified","debt_consolidation",9.94,0,"Apr-2003",1,14,0,16907,74.5,20,0,0,0,0,272934,22700,0
3500," 36 months",15.61,122.38,"C","9 years","OWN",65000,"Not Verified","debt_consolidation",15.54,0,"Jul-1995",0,10,0,8146,58.6,24,0,0,0,0,23381,13900,0
6000," 36 months",14.33,206.03,"C","7 years","MORTGAGE",42000,"Not Verified","debt_consolidation",5.94,3,"Oct-1998",0,5,1,4092,44.5,8,0,0,0,294,73834,9200,0
9050," 36 months",10.99,296.25,"B","2 years","MORTGAGE",80000,"Not Verified","debt_consolidation",29.34,0,"Sep-2008",0,23,0,13248,48.5,28,0,0,0,0,264511,27300,0
12000," 60 months",25.99,359.22,"G","7 years","MORTGAGE",44500,"Verified","debt_consolidation",18.47,2,"May-1990",2,16,1,7484,34,24,0,0,0,0,142675,22000,0
29050," 36 months",15.61,1015.73,"C","3 years","MORTGAGE",80000,"Source Verified","debt_consolidation",18.54,0,"Sep-2004",3,13,1,10634,62.9,63,0,0,0,0,376696,16900,0
6400," 36 months",9.67,205.52,"B","4 years","MORTGAGE",33000,"Not Verified","credit_card",9.9,0,"Sep-1969",0,9,1,7130,52.8,18,0,0,0,0,49069,13500,0
10600," 36 months",13.11,357.72,"B","10+ years","RENT",31000,"Verified","debt_consolidation",32.17,0,"Dec-2001",0,6,1,8821,47.2,13,0,0,0,268,12093,18700,0
5000," 36 months",22.99,193.53,"F","4 years","RENT",54000,"Verified","debt_consolidation",6.3,0,"Apr-2010",2,17,0,1709,5.8,27,0,0,0,0,5362,29400,0
8500," 36 months",11.53,280.42,"B","10+ years","MORTGAGE",45000,"Source Verified","debt_consolidation",11.15,0,"May-2001",0,5,0,8343,84.3,13,0,0,0,0,522325,9900,0
4000," 36 months",14.64,137.96,"C","6 years","MORTGAGE",150000,"Source Verified","home_improvement",15.69,0,"Nov-2000",0,9,0,3805,28,34,0,0,0,0,556458,13500,0
